location,created_at,screen_name,description,user_id,tweets_per_user,sarcasm,disease,timezone,text,posted_by,query,coordinate,tweet_id,talk_about
,20/04/2016 21:07,clcisme,,2574026170.0,1.0,,HIV,None,Did Prince die of Aids?,Individual,AIDS,None,7.22894e+17,celeb
America,19/04/2016 02:40,Jennaellen_,,230509971.0,1.0,,HIV,Eastern Time (US & Canada),Did they ever say how Prince died? My cousin swear he had AIDS,Individual,AIDS,None,7.22254e+17,celeb
,14/04/2016 13:29,Paulelr7579,,3434912345.0,1.0,,HIV,None,did u fall from heaven because Charlie sheen has aids,Individual,AIDS,None,7.20605e+17,celeb
"New York, NY",17/04/2016 23:44,cocomorgz,,,1.0,,HIV,None,Just a random tweet has Magic Johnson ever really disclose how he got aids or h.i.v?  hmmmmm,Individual,AIDS,None,7.21847e+17,celeb
"Northridge, Los Angeles",20/04/2016 09:18,hivpilipinas,,1306626294.0,1.0,,HIV,Arizona,Kobe is gonna get aids after that long ass huh with Magic,Individual,AIDS,None,7.22716e+17,celeb
,13/04/2016 23:51,TBEDylan,,2909749989.0,4.0,,HIV,Eastern Time (US & Canada),kobe the rapist with his duo mate aka Magic Johnson aka AIDS monster,Individual,AIDS,None,7.20399e+17,celeb
,08/04/2016 16:48,maccdaddyteee,,188217619.0,2.0,,HIV,Pacific Time (US & Canada),lawd Magic done got the AIDS all on the side of Kobes face,Individual,AIDS,None,7.18481e+17,celeb
High on a hill in the trees,07/04/2016 02:13,ShorterJanice,,266188372.0,1.0,,HIV,Quito,Listening to Love in an elevator and Dude looks like a lady. When I was in high school they rumored Prince had Aids. Before it got real,Individual,AIDS,None,7.17898e+17,celeb
$$$,14/04/2016 17:29,LucilleCarolyn1,,2208105752.0,1.0,,HIV,Eastern Time (US & Canada),lmao im smacc thinkin bout how magic Johnson beat aids,Individual,AIDS,None,7.20665e+17,celeb
,16/04/2016 17:18,saidiabdal,,4911948047.0,2.0,,HIV,None,magic johnson ahh on twitter talkin boutRIP Princenigga how the fuck U ain't dead yet U done had Aids my whole life must be financial aids,Individual,AIDS,None,7.21387e+17,celeb
,18/04/2016 21:02,hm_recipes,,1228829960.0,2.0,,HIV,None,Magic Johnson beat AIDS!,Individual,AIDS,None,7.22169e+17,celeb
"Malvern, AR",09/04/2016 10:23,d_karstadt,,491914798.0,1.0,,HIV,None,Magic Johnson doesn't have AIDS/HIV money cures everything,Individual,AIDS,None,7.18746e+17,celeb
GOdz Handz ; Georgia,12/04/2016 02:57,FazeNsomniac,,2898541410.0,1.0,,HIV,None,Magic Johnson got AIDS&amp; his wife stayed with him,Individual,AIDS,None,7.19721e+17,celeb
,17/04/2016 03:46,RobertO04544521,,370392796.0,1.0,,HIV,Atlantic Time (Canada),Magic Johnson really doesn't have AIDS and just used it as an excuse to retire from basketball. #unpopularOpinions,Individual,AIDS,None,7.21545e+17,celeb
,14/04/2016 04:22,RobertO04544521,,2909749989.0,4.0,,HIV,Eastern Time (US & Canada),Magic Johnson son is a wild gay black who will get AIDS,Individual,AIDS,None,7.20467e+17,celeb
,07/04/2016 12:16,lexi_mikado,,250285264.0,1.0,,HIV,None,Magic Johnson still alive with AIDS.,Individual,AIDS,None,7.1805e+17,celeb
,20/04/2016 02:36,bloanstructure,,2678086449.0,1.0,,HIV,None,Magic tryna pass the aids to kobe and shit,Individual,AIDS,None,7.22615e+17,celeb
,09/04/2016 12:35,allurinsurance,,3232042266.0,2.0,,HIV,Pacific Time (US & Canada),MAGIC WAS FINNA GIVE KOBE AIDS DAMN SPITTIN ALL IN HIS EAR,Individual,AIDS,None,7.18779e+17,celeb
Houstatlantavegas,19/04/2016 18:58,Peacemaker2564,,218341980.0,1.0,,HIV,None,"Me: how awful, Prince passed away. Boss: how tragic. AIDS? Colon cancer? Wtf happened?...My boss has no chill. I shouldn't be laughing",Individual,AIDS,None,7.225e+17,celeb
,20/04/2016 23:53,FineLifestyleSF,,,1.0,,HIV,None,"me: mom, prince died.  mom:yea I heard I wouldn't be surprised if he had AIDS also.",Individual,AIDS,None,7.22936e+17,celeb
"Ohio, USA",14/04/2016 14:02,SculptCosmetic,,282054144.0,1.0,,HIV,Central Time (US & Canada),Money can't buy you everything  Really? Magic Johnson doesn't have aids,Individual,AIDS,None,7.20613e+17,celeb
,17/04/2016 03:31,purposeIys,,2827863883.0,1.0,,HIV,None,mrs. henderson said prince had AIDS bc there's no way he would have just dropped dead... :/,Individual,AIDS,None,7.21542e+17,celeb
perth,14/04/2016 01:01,findawesomeitem,,1081591711.0,1.0,,HIV,Beijing,"my fb tl is all about prince, saying he cant just die from the flu. Someone commented on a post saying he died of aids bc why the fuck nottt",Individual,AIDS,None,7.20417e+17,celeb
,10/04/2016 01:08,ListedGet,,174844779.0,1.0,,HIV,Central Time (US & Canada),My grandma is convinced Prince died from AIDS,Individual,AIDS,None,7.18969e+17,celeb
,21/04/2016 04:03,MusicianGadgets,,592291100.0,1.0,,HIV,Pacific Time (US & Canada),Never forget when Shamu told everyone Michael Jordan died of AIDS because she confused him with Magic Johnson,Individual,AIDS,None,7.22999e+17,celeb
,18/04/2016 15:56,MrKillerBean1,,509892005.0,1.0,,HIV,None,"NOBODY dies of AIDS. The disease just kills your inmune system! you die of something else, such as the FLU. RIP Prince.",Individual,AIDS,None,7.22091e+17,celeb
SMD,19/04/2016 12:58,mshcnn,,514865448.0,5.0,,HIV,Eastern Time (US & Canada),"Obviously Prince had a weak immune system to die from the flu, but that doesn't automatically mean the underlying issue was AIDS or he's gay",Individual,AIDS,None,7.22409e+17,celeb
,12/04/2016 02:53,palatial_deals,,330637087.0,1.0,,HIV,Quito,Paige said shaq to big to be dancing with his AIDS having ass   like uhh that's Magic Johnson,Individual,AIDS,None,7.1972e+17,celeb
,18/04/2016 05:26,21KenanH,,297069073.0,1.0,,HIV,Mountain Time (US & Canada),Please stop disrespecting #Prince by gossiping he had AIDS. His son was born in 1996 = do the math and use common sense !,Individual,AIDS,None,7.21933e+17,celeb
,17/04/2016 03:57,BeccaPrimeaux,,2654513577.0,1.0,,HIV,None,So Magic has had AIDS since the 80s and still hasn't died and you believe famous folks are dying from the flu?,Individual,AIDS,None,7.21548e+17,celeb
,16/04/2016 03:17,adityam25665536,,983230356.0,1.0,,HIV,Pacific Time (US & Canada),Some shit just never make sense like Magic and AIDS,Individual,AIDS,None,7.21176e+17,celeb
Dallas,10/04/2016 17:14,SkyHasLimits,,602102853.0,1.0,,HIV,None,SOOOO YOU TELLING ME MAGIC JOHNSON CAN GET CURED FROM AIDS BUT PRINCE IS DEAD FROM THE FLU!!!!  IM GONNA SIT THIS COMMENT RIGHT HERE,Individual,AIDS,None,7.19212e+17,celeb
new york,08/04/2016 15:31,bigballsonchin,,19527620.0,1.0,,HIV,Eastern Time (US & Canada),"The flu? Drug overdose? AIDS? ..man. A lot is going around about Prince, but I refuse to believe the flu killed someone that magical.",Individual,AIDS,None,7.18461e+17,celeb
The Benz,08/04/2016 15:52,minuscool,,150099677.0,1.0,,HIV,None,"This kid said he's stays winning like Charlie Sheen... Well Charlie Sheen has AIDS, so...?",Individual,AIDS,None,7.18467e+17,celeb
,18/04/2016 15:20,Gay4Castro,,3232042266.0,2.0,,HIV,Pacific Time (US & Canada),THIS NIGGA MAGIC FOUND DA CURE FOR AIDS,Individual,AIDS,None,7.22082e+17,celeb
,18/04/2016 05:34,makemehappyfox1,,4572821414.0,1.0,,HIV,None,Two memorable times my dad has cried:  1. When Magic Johnson announced he had AIDS  2. When Kobe retired,Individual,AIDS,None,7.21935e+17,celeb
"American Fork, UT",14/04/2016 09:07,DianeLittle18,,139773379.0,1.0,,HIV,Mountain Time (US & Canada),Watching Magic on this Kobe farewell and all I hear is Donald Sterling He's got AIDS thanks @LeBatardShow,Individual,AIDS,None,7.20539e+17,celeb
,09/04/2016 18:46,MarkSavage007,,1367614681.0,1.0,,HIV,None,Were still making Magic Johnson AIDS jokes?,Individual,AIDS,None,7.18873e+17,celeb
,21/04/2016 05:20,MakhuluCT,,854121972.0,1.0,,HIV,Pacific Time (US & Canada),When Magic hugged Kobe the first shit willy would say was that Kobe got aids,Individual,AIDS,None,7.23019e+17,celeb
Baltimore,20/04/2016 17:02,AlwaysHEAR1,,79573949.0,1.0,,HIV,Quito,Why do people think it's ok to joke about magic Johnson's AIDS? Shit is not funny. Would you joke about cancer?,Individual,AIDS,None,7.22833e+17,celeb
,10/04/2016 07:22,PorshaPointer1,,,1.0,,HIV,None,Why Prince die with the flu but Magic chillin with AIDS???,Individual,AIDS,None,7.19063e+17,celeb
Scouser in Bournemouth,09/04/2016 17:35,lilstupidasskid,,1348639218.0,1.0,,HIV,None,"Adam Sandler should really stop making films now, Pixels is AIDS",Individual,AIDS,None,7.18855e+17,celeb
,08/04/2016 10:56,PakBulliten,,594851393.0,2.0,,HIV,None,Also hope Kucherov gets aids,Individual,AIDS,None,7.18392e+17,celeb
,16/04/2016 20:13,arfeasmirnova92,,2806758805.0,3.0,,HIV,None,Apparently when Michaels found out about being kissed by Ricky Morton saying she's afraid she's going to get cooties or AIDS.,Individual,AIDS,None,7.21431e+17,celeb
"New Orleans, La",19/04/2016 19:06,CarlosdelRio7,,27838983.0,1.0,,HIV,Pacific Time (US & Canada),BEETHOVEN DIDN'T HAVE AIDS! HE DIDN'T EVEN HAVE A DOG! #morefamilygatherings,Individual,AIDS,None,7.22502e+17,celeb
,17/04/2016 19:28,SchneiderNN,,,1.0,,HIV,None,Bill Clinton looks like shit. Gotta have aids,Individual,AIDS,None,7.21782e+17,celeb
,17/04/2016 06:50,LucilleCarolyn1,,1651131354.0,1.0,,HIV,Eastern Time (US & Canada),Brad Meier gives me FUCKING AIDS,Individual,AIDS,None,7.21592e+17,celeb
Da #6,13/04/2016 09:21,SplendidGet,,2920562651.0,1.0,,HIV,None,Can't bleave @prince died of #AIDS today sad r.i.p,Individual,AIDS,None,7.2018e+17,celeb
,15/04/2016 06:50,stunning_ultra,,3865434921.0,17.0,,HIV,None,Carlo Gambino got AIDS &amp; gave it 2 his wife and he told Marguerite she gave it 2 him &amp; she told him that he was lying &amp; he was pissed,Individual,AIDS,None,7.20867e+17,celeb
,07/04/2016 21:51,_jorgyy,,3865434921.0,17.0,,HIV,None,Carlo Gambino is a woman name Daisy and we do not know her last name;Barbara who is Linda Blocker kill Carlo Gambino after he got AIDS,Individual,AIDS,None,7.18195e+17,celeb
doire/ireland,08/04/2016 23:25,ann042965,,392801084.0,1.0,,HIV,Dublin,Dan Bilzerian has to have AIDS,Individual,AIDS,None,7.1858e+17,celeb
Nyc,17/04/2016 21:28,Fartika_891,,320629837.0,1.0,,HIV,Eastern Time (US & Canada),Does George Clooney have AIDS or liver problems. He's yellow. Weird. @redalertnow,Individual,AIDS,None,7.21813e+17,celeb
,07/04/2016 08:49,coconutcreekk,,1396992391.0,2.0,,HIV,Eastern Time (US & Canada),Donald trump is aids @Dezify,Individual,AIDS,None,7.17998e+17,celeb
"east aurora,ny",10/04/2016 17:28,theamzrc,,425293612.0,1.0,,HIV,Central Time (US & Canada),According to Claire lil Wayne has AIDS is this true?,Individual,AIDS,None,7.19216e+17,celeb
,12/04/2016 10:29,thescheuchl,,2300289704.0,1.0,,HIV,London,According to some. Prince had AIDS and stopped taking his meds believing he was cured. (sounds far fetched) But that's the rumor.,Individual,AIDS,None,7.19835e+17,celeb
,11/04/2016 00:44,TransEducator,,3207945791.0,2.0,,HIV,None,"Before Billy Howard had finished the intro to his photo book of HIV/AIDS portraits, 15 of the people in the book had died.",Individual,AIDS,None,7.19325e+17,celeb
,20/04/2016 11:55,LucilleCarolyn1,,436036806.0,13.0,,HIV,Arizona,Being so ignorant that you would characterize Nancy Reagan as being one of the first to speak about aids @wellsblue711,Individual,AIDS,None,7.22756e+17,celeb
"palm beach gardens ,Florida",17/04/2016 20:54,zpar23,,285489489.0,1.0,,HIV,None,BILL CLINTON LOOKS LIKE HE IS DYING OF AIDS.,Individual,AIDS,None,7.21804e+17,celeb
,11/04/2016 06:02,Doligha_619,,4857499574.0,1.0,,HIV,None,Bob Geldof really wanted to save the African people and cure aids.it was never for the money. #FakeRockandRollFacts,Individual,AIDS,None,7.19405e+17,celeb
,12/04/2016 04:18,findgoodreview,,2513789886.0,1.0,,HIV,None,Michael Jordan beat AIDS - Mr. Mary,Individual,AIDS,None,7.19741e+17,celeb
Lundin Links,12/04/2016 04:15,reviews_very,,2413225859.0,1.0,,HIV,None,michael owens commentary gives me aids,Individual,AIDS,None,7.19741e+17,celeb
,12/04/2016 04:12,DealsListed,,633117191.0,1.0,,HIV,None,Micheal Jordan has aids - @Scottyydd,Individual,AIDS,None,7.1974e+17,celeb
,17/04/2016 08:51,talkvn,,309021637.0,3.0,,HIV,Atlantic Time (Canada),My guess is Prince died of aids,Individual,AIDS,None,7.21622e+17,celeb
,14/04/2016 12:38,ClinActis,,,1.0,,HIV,None,Now I'm no doctor but it looks to me like@ BillClinton has AIDS. @HillaryClinton might want to consider staying home to care for him.  Bad.,Individual,AIDS,None,7.20592e+17,celeb
,21/04/2016 22:14,karenfanise,,2292828077.0,3.0,,HIV,Pacific Time (US & Canada),Yeah. Everyone's gonna get all mad when George Micheal dies of AIDS but not the other guy in wham with Aids.,individual,AIDS,None,7.23274e+17,celeb
,18/04/2016 13:41,ReviewNice,,1673203010.0,1.0,,HIV,Eastern Time (US & Canada),"Rihanna has AIDS , the AIDS virus has some unknown powers &amp; and all these lil girls talking bout 'work,work,work'",individual,AIDS,None,7.22058e+17,celeb
,13/04/2016 23:13,JohnRaK6,,4271322322.0,1.0,,HIV,None,Aids takes another one.  RIP Prince,individual,AIDS,None,7.2039e+17,celeb
dont @ me,09/04/2016 05:00,NEWSINSUR,,419898105.0,3.0,,HIV,Arizona,Magic Johnson has had AIDs since the 90's and is still outliving these niggas. Shit crazy,individual,AIDS,None,7.18665e+17,celeb
,18/04/2016 13:46,SalisburryAtche,,455767231.0,1.0,,HIV,London,LADS! Claire Underwood is the hippie that gave Forrest Gump AIDS!?! I can't believe it,individual,AIDS,None,7.22059e+17,celeb
,20/04/2016 09:46,MercerPeterson,,256488514.0,2.0,,HIV,Casablanca,watching Jeremy Kyle gives me aids,individual,AIDS,None,7.22723e+17,celeb
"Davao City, Philippines",09/04/2016 19:59,gazreturns75,,2996137332.0,1.0,sarcasm,HIV,Midway Island,11:11 fuck aids,Individual,AIDS,None,7.18891e+17,dont_know
,16/04/2016 06:05,Brunevde,,434873202.0,3.0,sarcasm,HIV,London,120-107 WTF shocking score  Fkn aids,Individual,AIDS,None,7.21218e+17,dont_know
Warrington,12/04/2016 05:02,Kaylaaa3As,,524180916.0,1.0,sarcasm,HIV,London,12-7 Saturday's are slowly developing from HIV to full blown AIDS,Individual,AIDS,None,7.19752e+17,dont_know
"UT: -24.40560032,26.10006896",19/04/2016 16:39,FOX5MedicalTeam,,194574854.0,5.0,,HIV,Pretoria,#96% #PMTCT uptake is a #worldrecord #Botswana is a beacon of #success in #HIV epidemic,Individual,#HIV,None,7.22465e+17,dont_know
,09/04/2016 01:01,BenjaminGerritz,,2479668086.0,4.0,,HIV,Baghdad,#Amreading The four painful #lifestories: How We Contracted #Hiv/#Aids https://t.co/IYxSbRMJJ1 ...  #life #ku #charitytuesday #EqualPayDay,Individual,#HIV,None,7.18605e+17,dont_know
,18/04/2016 05:35,wanapwhareps,,2832339722.0,1.0,,HIV,None,"#CirqueduSoleil is opposed to discrimination in any form, unless we are the ones doing it. #truth #facts #HIV https://t.co/zNWnPTJRfB",Individual,#HIV,None,7.21935e+17,dont_know
,20/04/2016 20:36,gaymen_online,,,1.0,,HIV,None,#EveryFootstepCounts entry by GFV-VIH showcases their work w/ women impacted by #HIV in #RDCongo,Individual,#HIV,None,7.22887e+17,dont_know
,09/04/2016 14:30,hiv_africa,,,5.0,,HIV,Pacific Time (US & Canada),"#Hiv #Fights Off CRISPR #Gene-Editing Attack: https://t.co/zibJD58Hu3, https://t.co/7lkNCbbxEo https://t.co/zqgbH2SIPu",Individual,#HIV,None,7.18808e+17,dont_know
Atlanta,12/04/2016 06:01,laxmionline,,2374127096.0,2.0,,HIV,None,#HIV development  #fox5atl https://t.co/I3jEVCnQLh,Individual,#HIV,None,7.19767e+17,dont_know
"Ottawa, Canada",20/04/2016 19:32,JimAllenDublin,,125022567.0,1.0,,HIV,Eastern Time (US & Canada),#Ottawa DYK eating at @The_Clocktower on Bank St on April 20 U can help those living with #HIV in our city? https://t.co/IMBonLXkts #ottcity,Individual,#HIV,None,7.22871e+17,dont_know
,13/04/2016 15:44,ItsMwanga,,1932657667.0,2.0,,HIV,Eastern Time (US & Canada),#Scientists #Attempt to Make #HIV-Proof Humans... https://t.co/Gk6axn3efo,Individual,#HIV,None,7.20276e+17,dont_know
,16/04/2016 23:28,HealthNewsBit,,,1.0,,HIV,Pacific Time (US & Canada),#Scientists #Identify A Host #Protein That Weakens The #Immune Response To #HIV https://t.co/se7e6lanB8 - @UNC @DiscoverySbp @CellPressNews,Individual,#HIV,None,7.21481e+17,dont_know
,10/04/2016 07:26,James_Andrews__,The World is changing the Future is just waiting on You! #WFY,1352572483.0,30.0,,HIV,None,#TheMaster #CBS #Golf  #JackNicholas  #Children #Aids #Hiv #Autism   #UPIC1 There are so many U PIC ONE  They are Kids They need US,Individual,#HIV,None,7.19064e+17,dont_know
,18/04/2016 15:15,Contagion_Live,,3304574767.0,2.0,,HIV,Central Time (US & Canada),#Viruses work together to attack their hosts: https://t.co/6szxoVjv9t #biodiversity #infection #evolution #HIV #microbes,Individual,#HIV,None,7.22081e+17,dont_know
,18/04/2016 16:16,Contagion_Live,,22763241.0,1.0,,HIV,Eastern Time (US & Canada),@bennylabamba Not B4 We Know https://t.co/pM7RNinm6b #queer #HIV #AIDS,Individual,#HIV,None,7.22096e+17,dont_know
London,18/04/2016 14:21,Contagion_Live,,1279928588.0,2.0,,HIV,None,@MildmayUKDir @TheLancetInfDis @QMULBartsTheLon @imperialcollege #HIV&amp;CNS2016 Cultural diversity affects cognitive tests results,Individual,#HIV,None,7.22067e+17,dont_know
,20/04/2016 17:37,lusertula,,,2.0,,HIV,Pacific Time (US & Canada),@napwha @TheDohertyInst https://t.co/ELdztOF1UY is officially launched! #cure #HIV #workingtogether,Individual,#HIV,None,7.22842e+17,dont_know
,13/04/2016 19:21,d_schryburt,,804999788.0,1.0,,HIV,None,"@NatureNews: #HIV overcomes #CRISPR gene-editing attack, reports @ewencallaway https://t.co/hNmoA3nXch https://t.co/MKwU7MirSk",Individual,#HIV,None,7.20331e+17,dont_know
"New York, NY",14/04/2016 05:28,HealthNewsBit,,1909950739.0,1.0,,HIV,Atlantic Time (Canada),@SurgeryPA sleepy but still amazed. #wow #liver #hepatobiliary #HepatitisC #HIV #sof #sim #RBV #led #rit #ombit https://t.co/r2sXVT9RCR,Individual,#HIV,None,7.20484e+17,dont_know
,14/04/2016 19:26,reverbforever,,,1.0,,HIV,None,@zachturpin17 boo mizzou suck and this abortion thing is weird. #HIV,Individual,#HIV,None,7.20695e+17,dont_know
,19/04/2016 08:35,FocusOnWomen3,,758049516.0,10.0,,HIV,None,ADDICTION HIV PPT PPT Templates - https://t.co/tBgZiPvS8o  #ADDICTION #HIV #PPT,Individual,#HIV,None,7.22343e+17,dont_know
"Cape Town, South Africa",09/04/2016 01:54,drudgeheadlines,,1324015921.0,1.0,,HIV,Pacific Time (US & Canada),Antiretroviral Therapy and Nutrition @anthropology #medical #ethics #HIV/AIDS https://t.co/KVIalgwFlB,Individual,#HIV,None,7.18618e+17,dont_know
,16/04/2016 11:22,SciNewsJournal,,3302215587.0,1.0,,HIV,None,Can't wait to fuck shit up in Australia #uni #pussay #specsontour #kingspecs #chlamydia #gonorrhea #trichomoniasis #hiv,Individual,#HIV,None,7.21298e+17,dont_know
"Perth, Western Australia",09/04/2016 17:23,IsraelPRoman,,,6.0,,HIV,None,"NAPWHA SGM 2016 all done and dusted. We are energised, feeling engaged and out to make a difference for PLHIV WA #plhiv #hiv #napwha",Individual,#HIV,None,7.18852e+17,dont_know
"Detroit, Michigan",13/04/2016 14:00,jjosephstudio,,509263399.0,7.0,,HIV,Eastern Time (US & Canada),New vaginal ring trials brings optimism.  https://t.co/Hdg0VetfPC #women #HIV #safesex #sex #relationships #empower #trials,Individual,#HIV,None,7.2025e+17,dont_know
